id,calories,protein,fat,carbs
dish_1561740411,333.214539,17.558758,24.262791,11.968246
dish_1560369294,333.635681,39.330307,28.545227,15.358673
dish_1560442279,333.769989,16.717001,17.103998,28.882
dish_1563910530,333.825195,38.761936,13.949387,9.828672
dish_1559667973,334.460022,17.5124,17.98,24.923002
dish_1559842326,334.483002,12.296,26.394001,18.921
dish_1561749778,334.527893,32.941494,15.126814,15.89182
dish_1565640227,334.619995,14.4,13.427999,40.380001
dish_1567024187,334.945831,16.733999,12.615192,38.525391
dish_1558376874,335.298004,12.992001,28.710001,13.166
dish_1562774504,335.363983,14.844001,22.945,17.166
dish_1564588919,335.944183,25.093241,7.606813,41.001797
dish_1562605411,336.492828,17.566744,18.620287,26.050266
dish_1563207389,337.27002,15.290001,13.830001,37.936996
dish_1563913709,337.888184,13.815399,13.28425,42.313908
dish_1561049435,338.179993,20.822001,22.427,13.217999
dish_1561578800,338.354706,13.271948,14.539577,38.594208
dish_1559841127,339.543488,19.953001,18.021999,24.039
dish_1560445004,339.5979,14.747491,21.015444,24.439625
dish_1563897492,339.673645,38.647804,3.469512,34.759487
dish_1563551164,339.756073,17.756741,8.327854,46.757149
dish_1561749818,340.027893,33.491497,15.126814,16.991819
dish_1563305354,340.073578,29.667709,18.281034,12.095403
dish_1560453328,340.108368,39.618752,14.154275,10.659495
dish_1565035830,340.127991,54.717999,6.475,14.785001
dish_1567612986,340.226349,38.412197,4.518488,29.802513
dish_1564000417,340.35199,14.336,12.032,42.880001
dish_1565195436,340.958527,18.284878,20.772194,19.309807
dish_1565809033,341.419983,62.691998,1.63,16.746
dish_1563564760,341.852448,23.540035,16.774696,27.887177
dish_1561667430,342.213593,30.282518,15.668182,18.32616
dish_1564518542,342.378204,18.77529,16.863768,29.221918
dish_1558381206,342.388,15.674,24.582998,17.737
dish_1563996625,342.701141,26.378635,23.042091,8.849509
dish_1565811000,342.850006,64.129997,7.46,0.72
dish_1567021864,342.875641,26.453127,30.514339,19.448523
dish_1563898722,343.350006,23.232,23.472,9.870001
dish_1566846997,343.709656,32.916782,20.575924,4.797582
dish_1563898019,343.977386,24.180925,22.634478,10.499256
dish_1566333167,344.544495,20.294445,14.501362,31.633934
dish_1564171888,345.125885,36.027115,17.510075,7.637636
dish_1566414291,345.14212,7.035223,14.794408,46.021748
dish_1559842374,345.333008,13.040001,26.518002,21.091
dish_1561576954,345.343719,42.441227,15.472434,8.670532
dish_1564427430,345.620026,30.790001,23.860001,2.34
dish_1568665052,345.654053,33.34906,16.161036,17.310337
dish_1563563317,345.84198,28.483,22.701002,8.312
dish_1560801020,346.339966,17.095364,5.898491,61.690983
dish_1563389153,346.454468,11.697627,5.393479,69.070702
dish_1562686520,346.47998,26.6,23.860001,5.016
dish_1562096372,346.713684,43.392502,15.203942,6.515386
dish_1566847454,346.747437,27.281824,16.620152,20.658922
dish_1562169818,346.819672,19.754049,22.768761,16.997473
dish_1566587714,347.536987,37.732044,12.770625,21.091198
dish_1561666849,347.594604,11.506332,15.21386,47.585873
dish_1565020895,348.126129,20.961317,10.233284,43.375961
dish_1560975628,348.272644,27.610699,12.463076,32.350925
dish_1563222850,348.378113,32.43404,12.053417,27.308292
dish_1565811588,348.484161,31.213434,21.454355,7.568845
dish_1564170880,348.557159,28.944201,15.413,22.931355
dish_1559678146,348.57666,26.293562,21.192875,13.254406
dish_1566849295,348.752014,16.992001,26.828001,14.87
dish_1562787817,348.898071,24.512394,20.61557,16.096539
dish_1562096973,348.999664,39.411209,34.642704,17.928936
dish_1558725621,349.220032,15.818001,25.268999,23.760002
dish_1562613340,349.389069,22.696079,23.076174,14.061036
dish_1560368464,349.449951,29.051191,18.062435,16.807095
dish_1566331828,349.583069,41.194607,11.754175,20.38279
dish_1561739719,350.163513,10.199,4.590097,74.616135
dish_1562876732,350.566833,27.639404,13.169589,36.560165
dish_1563565454,350.788818,22.234623,22.686897,26.577688
dish_1558458584,351.181,12.369,25.455,25.941
dish_1560456833,351.583435,31.095846,23.920921,38.113228
dish_1563468327,351.886047,12.099887,9.768622,57.495316
dish_1565117934,352.315979,70.943001,5.4,0.0
dish_1559235815,352.39502,19.628799,16.284,31.334002
dish_1565896039,352.529205,20.687317,14.546413,36.577454
dish_1559849412,352.641022,13.664001,30.195,13.847
dish_1560961107,352.820007,8.6632,6.124001,67.513
dish_1563218201,352.872009,35.256001,23.244001,0.156
dish_1564689168,352.946991,15.081212,27.541552,17.726831
dish_1563913741,353.062378,14.324348,14.037527,44.293163
dish_1561751897,354.020905,36.95565,17.961365,7.834482
dish_1561392593,354.044922,16.3906,24.260466,19.139467
dish_1561481606,354.089996,24.09,26.98,2.182
dish_1564427455,354.26004,31.222,23.956001,4.212
dish_1566587143,354.399445,28.907421,20.705935,16.010584
dish_1561575033,354.445312,47.962563,11.978688,13.237388
dish_1561753400,354.682678,32.95927,17.941113,13.896811
dish_1566851677,354.773834,16.523363,12.628245,45.332054
dish_1567024224,354.945831,18.173998,12.855191,42.525387
dish_1565728562,354.982239,29.570669,14.151336,25.374428
dish_1557937157,355.25,24.341999,22.122999,14.700001
dish_1566936297,355.292206,44.923096,23.922573,9.395162
dish_1562008842,355.759705,19.549057,24.022318,17.568413
dish_1561736736,356.080017,24.220001,27.110001,2.248
dish_1568319769,356.3573,10.701418,20.433649,32.601284
dish_1562963033,356.387299,33.670643,33.375896,22.311859
dish_1558382263,356.629974,27.487001,19.562,23.453999
dish_1565897617,356.831787,29.763849,22.75914,9.717452
dish_1559841163,357.043518,21.153002,18.222002,27.539
dish_1563466280,357.059998,24.42,27.719999,0.924
dish_1560798744,357.152008,19.320002,14.164,39.889
dish_1561576737,357.472565,39.046108,13.912635,20.959461
dish_1563551006,357.669189,15.6948,22.059999,29.586002
dish_1562860073,357.809998,20.001999,21.688,20.958
dish_1565638287,357.934662,35.728153,19.853895,6.4788
dish_1561752535,358.001984,28.101458,18.121077,21.717422
dish_1558724031,358.710999,14.067,25.801001,25.789999
dish_1566838407,358.947601,9.731463,9.825659,62.420345
dish_1567106693,359.160004,55.369999,6.525,18.302
dish_1559842409,359.192993,13.334001,26.644001,24.451
dish_1560526552,359.240814,14.592025,21.782129,28.019247
dish_1565382803,359.408569,13.366736,15.261753,43.129684
dish_1565024741,359.927979,22.297001,25.127998,10.634001
dish_1562615388,360.182037,19.85861,20.730438,25.77393
dish_1560455263,360.679474,34.337601,11.476776,31.163731
dish_1559590005,360.832489,14.747198,16.641808,39.46653
dish_1565811025,361.050018,65.377998,7.668,4.36
dish_1564518586,361.413239,19.963291,17.160767,32.758915
dish_1562789240,361.555603,26.509659,18.029551,21.636833
dish_1561148021,361.765411,22.204132,19.948797,23.611561
dish_1561578839,362.154694,14.903948,14.811577,43.354206
dish_1562945445,362.168335,25.137182,10.770931,42.584671
dish_1562874203,362.521729,42.49926,40.901203,13.621237
dish_1563563348,362.641998,29.322998,22.785002,12.092001
dish_1561574479,363.61377,24.553905,18.486538,25.268995
dish_1568649430,363.658203,16.012787,20.152399,30.648777
dish_1564516483,364.234009,44.513561,21.987663,19.922529
dish_1565210073,364.416199,19.357193,11.813126,49.916317
dish_1562862550,364.52002,18.829601,19.189999,29.103001
dish_1560887435,364.529053,16.457802,13.398108,44.367718
dish_1563996509,365.184875,32.752163,17.874498,19.300793
dish_1563221495,365.269897,31.254427,13.375453,29.243366
dish_1562602589,365.276001,20.458,28.938,4.452
dish_1560802149,365.517456,39.855083,17.394941,10.470455
dish_1563551397,365.53064,24.6124,25.054745,10.936724
dish_1565809120,365.630005,63.227997,1.734,22.898001
dish_1561404438,366.069214,32.327785,23.856789,6.257735
dish_1561749857,366.579254,35.232506,15.792132,21.602934
dish_1562096401,366.863678,44.5625,15.268942,11.065385
dish_1564685406,367.6474,26.831778,26.060642,7.318961
dish_1561576051,367.885284,25.634586,19.007559,22.600353
dish_1566936323,368.292206,45.8591,24.078575,11.995163
dish_1563823894,368.341003,30.525043,20.78381,18.219273
dish_1561662562,368.485199,25.22802,16.339729,34.568245
dish_1565896745,368.540344,27.187071,25.222511,10.737839
dish_1565638599,368.698364,32.858444,15.76237,23.103624
dish_1563827188,369.359955,29.444637,12.975754,35.209259
dish_1561579867,369.364288,37.048073,20.497877,7.796568
dish_1562963059,369.527283,34.327641,33.521896,25.158859
dish_1558463562,369.984009,14.336,31.68,14.528
dish_1562700760,370.130035,35.965889,18.338949,16.083405
dish_1566835701,370.186829,51.613903,2.965756,28.018244
dish_1563395480,370.521423,29.161797,14.106581,31.81958
dish_1565898361,370.671448,38.950523,18.842781,7.620061
dish_1561148042,370.755463,22.726137,19.9778,25.641567
dish_1563909982,370.793976,27.836025,22.314623,16.470776
dish_1563566965,370.827026,13.121026,12.088502,56.243797
dish_1563813395,371.862915,21.557278,24.723194,16.471661
dish_1562613376,371.963898,23.388559,24.07642,16.677065
dish_1563207406,372.070038,15.986001,14.062,46.752998
dish_1558376306,372.167999,20.844,29.484001,4.536
dish_1564777986,372.230896,28.163883,18.809,21.323952
dish_1566416455,372.326599,21.239441,20.356852,37.502293
dish_1562011727,372.352112,35.659843,22.290583,5.197382
dish_1567628157,373.190979,37.479683,36.018696,25.867041
dish_1561752563,373.507965,29.35907,18.29771,24.707659
dish_1561576074,374.54538,25.967587,19.081562,24.043354
dish_1562959732,374.663696,28.858997,14.678156,31.110981
dish_1561661500,374.775665,24.242857,11.160464,42.275837
dish_1564687046,374.793854,33.685577,29.070162,20.45834
dish_1558380181,374.936005,29.021999,18.373999,32.721001
dish_1558723742,375.109985,13.325,22.268999,40.23
dish_1562963084,375.127289,34.572639,33.556896,26.34886
dish_1565035858,375.227997,55.419998,6.709,23.677
dish_1561737776,375.299988,12.954802,11.120001,56.017002
dish_1563910276,375.94339,43.652462,15.709352,11.068739
dish_1562010865,376.24295,28.117785,26.149803,7.233953
dish_1567613019,376.526337,39.138195,4.760488,38.998512
dish_1563996656,376.620392,26.991686,23.858444,15.655681
dish_1562094931,376.749084,47.635498,25.350718,9.954545
dish_1568060461,376.762451,34.890255,20.058874,13.800014
dish_1561749908,377.262177,35.40324,16.426279,22.846836
dish_1566330466,377.425903,30.1614,16.740232,25.28451
dish_1565640272,377.820007,16.559999,13.907999,49.740002
dish_1566413445,377.830017,36.927002,20.130001,16.335999
dish_1567526785,378.25,44.599998,6.966,26.730999
dish_1568316085,378.53714,29.707369,25.866344,7.767013
dish_1564170923,378.817108,31.213701,15.813499,28.582855
dish_1566931586,379.380005,46.593998,15.281001,15.525999
dish_1560798785,379.652008,20.939999,14.433999,44.389
dish_1562774531,379.824005,15.390001,23.179001,28.085999
dish_1565117962,379.915985,72.322998,5.538,6.21
dish_1563221519,379.96991,32.262424,13.543454,32.183365
dish_1560874751,379.992004,12.556001,10.96,58.687004
dish_1563476646,380.158081,29.908882,18.121593,21.653313
dish_1565811061,380.320007,65.801003,7.762,9.06
dish_1561753432,380.321686,33.369026,19.463066,16.882177
dish_1568061272,380.394043,25.763874,11.045062,45.304302
dish_1564429808,380.679993,21.29641,10.968196,50.62772
dish_1560443607,380.799988,26.071001,1.439,67.547005
dish_1564514997,381.110779,31.071066,25.977457,40.343685
dish_1565021714,381.171448,41.779121,3.619805,39.628197
dish_1561751958,381.226379,37.790176,19.166792,10.987133
dish_1562963109,381.527283,35.212646,33.556896,27.628859
dish_1559849053,381.528015,13.461,28.844002,25.226002
dish_1566589967,381.661957,46.94825,16.1381,13.400992
dish_1567789154,382.506012,21.423,30.302999,4.662
dish_1566419603,382.924225,15.36515,14.949174,47.499252
dish_1562008979,382.936646,35.345387,22.224644,10.17357
dish_1558459664,383.055969,11.629001,18.390999,48.411999
dish_1560539396,384.044525,25.778503,27.839884,36.360641
dish_1563464670,384.175995,18.148001,13.646,47.477001
dish_1562703447,384.426239,18.510515,17.95558,37.651039
dish_1565898402,384.799225,39.424374,19.544107,9.462811
dish_1564168695,385.007996,18.018,34.163998,0.0
dish_1562170356,385.333984,12.788,14.285,55.529999
dish_1566417516,385.402527,33.699574,36.516472,23.505039
dish_1563563378,385.441956,29.950001,22.842001,17.222
dish_1562700593,385.773926,37.046314,29.806803,18.611984
dish_1558379639,385.952026,21.616001,30.576,4.704
dish_1558380527,385.952026,21.616001,30.576,4.704
dish_1558375583,386.134003,37.497002,24.661001,5.224
dish_1568405273,386.199768,32.076679,21.990467,14.979709
dish_1568044581,386.223419,48.129951,3.966878,32.404121
dish_1561665706,386.348969,18.429001,8.67,61.510002
dish_1563464543,386.369995,18.902,22.577999,27.534
dish_1562963153,386.477264,35.674641,33.622898,28.585857
dish_1565194823,386.59552,39.960121,4.763721,40.727619
dish_1562875940,386.66684,26.294006,23.183083,52.980984
dish_1561578441,387.084412,20.267014,18.797609,34.634628
dish_1561665065,387.798126,47.426922,15.23173,14.161219
dish_1562704665,387.841309,26.037781,17.411558,32.195107
dish_1559062082,387.869995,25.468,21.615999,22.046001
dish_1565986733,387.929382,42.974815,35.692814,9.92611
dish_1563219009,388.359711,31.87508,19.842056,18.989845
dish_1565728591,388.406616,30.975548,15.848898,29.471991
dish_1560453356,389.068359,40.626755,15.162277,20.451496
dish_1560887457,389.264343,17.193094,14.28046,48.705952
dish_1558373284,389.39801,21.809,30.849001,4.746
dish_1558377105,389.39801,21.809,30.849001,4.746
dish_1562173381,389.39801,21.809,30.849001,4.746
dish_1564429184,389.65799,37.975998,22.018,18.786001
dish_1568320338,390.180786,25.454533,17.414524,30.789936
dish_1563389199,390.254456,16.497627,8.273479,70.210716
dish_1565117429,390.872986,16.464001,13.818,49.245003
dish_1565204931,391.326447,22.7292,13.301519,49.572693
dish_1560369313,392.135712,40.545307,28.680227,27.958673
dish_1563566810,392.292175,9.994014,18.451838,51.255371
dish_1562947469,392.362,12.858,19.924,42.094002
dish_1558378553,393.108002,15.232,33.66,15.436
dish_1564086709,393.270325,15.606251,14.645413,53.99876
dish_1565987116,393.419983,49.667999,17.283001,10.671
dish_1562874250,394.440033,43.569809,42.48568,17.784489
dish_1561661552,394.725677,25.610855,11.388464,46.265839
dish_1562959103,395.013611,23.418005,22.101429,43.194996
dish_1561392459,395.225983,23.690001,28.110001,11.667999
dish_1563221562,395.598572,32.741837,14.235931,33.994465
dish_1564429843,395.729828,21.758062,11.635026,52.371742
dish_1565640868,395.97998,49.051003,13.601999,19.803999
dish_1564000202,396.190979,16.688,14.006,49.915001
dish_1566328929,396.607422,25.493954,17.54887,32.07058
dish_1565382833,396.63858,17.446737,17.709755,44.098686
dish_1566923030,396.799988,10.643001,25.368999,33.673996
dish_1565119739,396.804047,25.650156,15.774881,41.558456
dish_1562615128,397.568329,28.213522,25.728844,14.190873
dish_1562963676,397.818726,12.388956,16.247375,51.813423
dish_1564775182,398.001526,27.54071,26.036234,13.835518
dish_1559233144,398.063995,27.729,29.666,3.722
dish_1563555563,398.220001,22.725,24.639,21.802
dish_1566587958,398.49588,41.598316,20.217819,8.818713
dish_1565020926,398.496124,21.472317,10.379284,56.515961
dish_1563567319,398.630829,52.497948,45.994236,12.98934
dish_1562613403,398.703369,24.512461,25.434467,19.955114
dish_1561061123,399.430664,31.093739,20.405451,26.884327
dish_1564686740,399.804565,13.19951,21.22847,40.114349
dish_1564170967,400.202118,32.54837,16.147165,32.556522
dish_1560368815,400.337677,11.468402,33.12727,21.281317
dish_1566332154,401.049988,50.261002,17.644001,11.356
dish_1563302391,401.215424,45.017166,14.095317,22.372875
dish_1560360102,401.494019,23.033001,27.991001,13.674002
dish_1560360112,401.494019,23.033001,27.991001,13.674002
dish_1562008517,401.729523,21.236305,11.505786,54.154385
dish_1562861174,401.797852,33.422729,26.503939,3.740394
dish_1563984242,402.117035,49.407761,3.30239,36.819611
dish_1560889061,402.50766,37.306126,22.432436,13.32338
dish_1559590031,402.746216,15.597241,19.749413,42.538006
dish_1563812615,402.784088,39.896744,18.810022,17.201342
dish_1563295400,402.984802,18.609489,24.84903,26.972351
dish_1561737176,403.182007,22.581001,31.941,4.914
dish_1563216440,403.786346,44.691349,6.472354,39.857891
dish_1563565508,403.862,26.264353,24.761736,32.026699
dish_1565379320,404.011017,33.431751,17.782284,26.480633
dish_1564605293,404.167999,17.024,14.287999,50.920002
dish_1560798815,404.963837,22.861877,15.423538,46.987759
dish_1566590946,405.611877,42.341148,20.578852,8.976191
dish_1560456853,405.703369,35.031845,26.503923,43.402229
dish_1563308428,406.307678,26.585045,20.298132,28.675205
dish_1561579902,406.397736,37.768024,24.016941,9.004458
dish_1567613057,406.68631,40.6982,4.968488,45.862511
dish_1565123881,406.821747,30.063168,19.355543,31.0019
dish_1565195493,406.998535,30.984879,21.026194,20.198807
dish_1562010048,407.132263,38.990711,24.372669,5.682851
dish_1562698239,407.633148,30.144001,16.596676,30.606619
dish_1567526814,408.25,45.199997,7.166,34.331001
dish_1566502061,408.339417,28.911758,18.961866,33.701878
dish_1561576767,408.472565,39.556114,14.014634,34.21946
dish_1560367926,408.523132,24.155903,20.965912,44.984913
dish_1562687554,409.334595,9.005127,23.747805,42.104256
dish_1566316726,409.522888,57.490242,4.10161,25.365391
dish_1562173267,409.570007,21.401001,27.119999,18.188
dish_1563219035,410.209686,32.027081,21.875057,20.186846
dish_1561404458,410.311737,33.127415,24.921593,15.13535
dish_1565640601,411.151825,46.487823,18.675562,13.240899
dish_1563564797,411.264465,32.680634,24.779562,30.171246
dish_1560453380,411.388397,41.922752,15.234276,25.491495
dish_1563468362,411.686035,23.599888,9.998622,58.30032
dish_1560369403,411.967804,43.259884,30.986551,28.932995
dish_1562874049,412.144989,17.360001,14.57,51.925003
dish_1562691705,412.67688,27.196392,11.57625,51.617321
dish_1562959129,412.873596,24.672005,22.177427,47.374996
dish_1562788601,413.170135,23.146877,19.139153,48.766399
dish_1568044634,413.19339,49.524952,4.152878,38.542122
dish_1561577848,413.34787,63.12289,13.841578,6.037907
dish_1562686548,413.493988,27.464001,23.967999,20.892
dish_1566501473,413.942017,52.967999,14.89,18.319
dish_1560369421,413.946655,43.318707,31.057137,29.280058
dish_1560367952,414.733154,24.938904,21.073912,45.956913
dish_1563395510,415.627411,34.771233,19.100136,33.541649
dish_1559581333,415.946747,27.957258,30.925364,4.350251
dish_1562613974,416.196686,39.229145,19.963217,20.551165
dish_1558373449,416.231995,16.128,35.639999,16.344
dish_1558724932,416.231995,16.128,35.639999,16.344
dish_1561749392,416.778564,38.888771,21.084249,16.09301
dish_1562787848,416.802032,26.496395,22.151569,30.17654
dish_1563219056,416.869659,32.360081,21.949057,21.629845
dish_1562008549,417.129517,22.356302,12.240784,55.659386
dish_1561578865,417.185303,16.735947,17.301928,49.707146
dish_1563221157,418.152008,33.805244,21.499546,23.968084
dish_1563813436,418.75946,22.035324,25.918316,25.07654
dish_1561575661,418.952423,33.957542,27.301857,7.507637
dish_1564589072,419.31073,17.40756,24.043901,31.756098
dish_1561662054,419.438782,25.910593,23.838249,26.351543
dish_1563898084,419.493378,24.971926,22.837477,30.001255
dish_1562691032,419.681702,17.94734,22.039829,39.058826
dish_1563218031,419.769562,47.788559,17.155958,17.798939
dish_1563898786,420.928467,23.636036,31.47023,11.427504
dish_1566402095,421.11615,46.206608,8.430679,32.411625
dish_1568405306,421.239746,35.916676,24.294468,15.891708
dish_1560367980,421.465118,25.664904,21.106911,47.243912
dish_1565711154,421.617584,42.174,19.77516,14.237548
dish_1562783691,421.686005,40.517998,23.877001,14.462999
dish_1561575068,421.936707,49.57029,17.683113,16.640642
dish_1558718974,422.013,16.352001,36.135002,16.570999
dish_1565637608,422.28891,42.416496,17.309324,22.189262
dish_1562960520,422.399261,29.545202,19.659971,31.715603
dish_1562774346,422.651428,28.285715,31.805714,4.186286
dish_1562961609,423.541779,29.078554,17.73101,35.247433
dish_1562011765,423.923004,39.041424,23.582834,14.153584
dish_1567022296,425.410004,61.859001,10.966,18.481001
dish_1563220143,425.514618,49.082409,13.39199,25.7894
dish_1568401167,426.360016,36.936001,20.976,20.976
dish_1565107119,426.374634,45.55122,13.054049,24.603952
dish_1563208129,426.711243,19.36132,26.187735,27.697926
dish_1562873838,427.435638,53.958912,18.062237,11.143191
dish_1563475953,427.446991,34.205318,15.452144,37.594398
dish_1562874282,427.879974,46.001808,44.081676,21.052488
dish_1562094730,428.194458,39.125523,24.716473,11.798436
dish_1562690112,428.202332,28.666227,31.908749,6.108017
dish_1565194852,428.59549,40.800117,5.04372,51.367619
dish_1568305225,428.667786,24.472982,35.136887,4.897249
dish_1560801859,428.704285,28.334389,20.070465,33.458454
dish_1563294547,430.265656,4.364019,16.907398,71.27211
dish_1565725123,430.269989,61.118999,11.865999,19.185001
dish_1560367676,430.621216,40.699318,25.719105,6.42366
dish_1562959766,431.126984,29.82984,16.339182,40.705559
dish_1559243974,431.21994,12.482895,25.580051,47.433929
dish_1564515049,431.635803,34.224403,26.765793,49.732021
dish_1561663580,432.063416,51.432281,9.844143,31.344984
dish_1559149719,432.125,31.711,28.792999,8.894
dish_1565972384,432.243896,57.15366,4.748146,30.064856
dish_1560801041,432.244263,25.670122,10.663426,63.245892
dish_1561753477,432.267029,34.092751,24.355024,18.788651
dish_1567537212,432.506653,39.385643,24.44521,10.818127
dish_1558463690,432.95401,15.807,32.034,30.032001
dish_1558719514,433.285004,14.859,24.713001,49.695995
dish_1558116260,433.575012,16.800001,37.125,17.025
dish_1558115512,434.196014,24.318001,34.397999,5.292
dish_1562698276,434.58316,31.992001,16.904676,35.99662
dish_1563305722,434.658997,69.960106,12.195141,9.579062
dish_1566847043,434.877106,35.713329,24.615379,15.362316
dish_1562009934,434.914429,12.707417,15.623594,62.24358
dish_1565117463,435.312988,19.696001,15.939,53.588001
dish_1565118729,435.493286,41.902988,24.26512,9.017551
dish_1563302420,435.626282,45.639103,14.9235,29.277687
dish_1566934401,435.902863,48.19104,39.532818,26.532497
dish_1563984296,436.337067,51.177761,3.53839,44.607613
dish_1565728634,436.406616,31.455549,15.944897,41.951988
dish_1559581356,436.946686,29.397259,31.165363,8.55025
dish_1560368019,436.965942,26.125687,21.659855,49.96254
dish_1562790824,437.071686,49.859921,49.829514,19.273878
dish_1568320383,437.124115,26.864243,18.984426,37.518093
dish_1562947503,438.122009,21.657999,20.1,42.709999
dish_1562010891,438.74292,28.742785,26.274799,23.483953
dish_1563389548,438.828003,43.843998,28.906,0.194
dish_1558722931,439.356018,17.024,37.619999,17.251999
dish_1562010085,440.321442,41.166977,25.204319,11.446744
dish_1562785369,440.577881,31.90546,27.266018,17.102179
dish_1563898107,440.69339,25.451927,23.117477,34.801258
dish_1562617470,440.867065,29.481651,19.671377,37.176857
dish_1564516760,442.728943,52.757278,19.221478,11.774262
dish_1557862783,442.97998,50.416,24.919001,3.85
dish_1568666303,443.199982,72.892006,8.483999,19.77
dish_1563206409,443.463837,29.678574,33.371906,4.392429
dish_1564086748,443.77182,23.56855,16.095446,54.915268
dish_1561666875,443.862976,26.684473,17.977985,49.332958
dish_1562184628,444.01001,35.41,32.879997,0.602
dish_1562007817,444.121399,26.162634,15.101501,51.505577
dish_1560442303,444.769989,24.217001,25.354,30.082001
dish_1566402123,445.116119,46.686604,8.590679,38.491623
dish_1559667994,445.299988,18.3964,25.459999,35.803001
dish_1565382856,446.326233,18.301077,19.171455,52.541916
dish_1561579933,447.449249,38.745918,27.486643,11.074479
dish_1563221602,447.893616,33.676075,19.033884,36.09898
dish_1567526845,448.149994,45.689999,7.376,44.131001
dish_1566316757,448.382874,59.50024,4.36961,34.209389
dish_1566920339,449.531708,58.560974,5.042439,32.087563
dish_1565898432,450.224976,40.696297,25.761126,11.596747
dish_1563823292,450.546722,39.78804,29.3622,7.701827
dish_1559593794,450.561432,40.378578,25.549509,14.105441
dish_1566938026,450.576294,33.509502,17.546904,37.536308
dish_1564588567,450.666016,35.943001,30.105001,5.274
dish_1568320427,450.764099,27.65624,19.028429,40.598091
dish_1563304333,451.235687,47.086288,16.554087,26.73476
dish_1563389600,451.428009,44.473999,29.046,2.924
dish_1565726949,451.546997,29.088448,27.147779,22.201359
dish_1559751801,451.635986,29.228001,22.040001,32.778
dish_1560203424,451.753998,14.587999,22.271999,50.211998
dish_1565194906,451.795471,42.000122,5.20372,56.647617
dish_1561739760,452.163513,12.599001,5.190096,98.616127
dish_1563564828,452.214478,34.570633,25.004564,38.766243
dish_1565725156,452.669983,61.735004,11.922,24.225
dish_1566331868,453.66507,44.296608,13.206176,40.116787
dish_1561575327,453.680054,32.591888,23.747952,25.363405
dish_1562614158,453.931671,31.99674,30.739628,14.829063
dish_1563824377,454.046021,38.936001,28.374001,12.238
dish_1565107143,454.274597,46.109219,13.240049,31.671951
dish_1566502505,454.517365,31.874937,22.45969,33.146801
dish_1561752035,454.936401,41.192177,19.571791,26.458132
dish_1564432238,455.387939,28.074873,23.15468,34.854778
dish_1560798854,455.506744,23.491779,19.443832,50.673687
dish_1563824155,455.727905,34.405872,23.568178,27.650078
dish_1558724992,456.699005,17.696001,39.105,17.933001
dish_1563304369,457.172119,47.262756,16.765852,27.775938
dish_1562010929,457.265839,29.310972,27.095516,25.63044
dish_1560455442,457.578918,23.515823,24.777534,49.60775
dish_1562702892,457.711121,47.457092,36.445198,13.115524
dish_1566402160,458.716125,47.006603,8.670679,41.691624
dish_1568401199,459.643372,37.956963,22.450722,24.832966
dish_1566413469,459.663025,44.223003,25.563999,17.134001
dish_1565974375,459.849976,31.450001,35.700001,1.19
dish_1565711183,460.42337,44.718552,20.747547,20.976871
dish_1566851704,461.160156,26.711891,18.996983,46.817013
dish_1566333194,461.585266,35.169743,18.614201,36.067131
dish_1561481634,462.057007,25.482,27.153999,27.759998
dish_1559844272,462.480011,17.92,39.599998,18.16
dish_1563391989,462.847504,56.331486,34.812225,15.968175
dish_1560368506,462.933777,44.584641,31.259737,22.382402
dish_1566851198,463.047455,25.897209,21.119635,42.903687
dish_1566938059,463.246582,34.050964,18.521538,38.330456
dish_1566501067,464.117981,49.618999,24.310999,12.239
dish_1567537252,464.459564,39.963154,25.214239,17.229736
dish_1564590288,464.855835,44.839493,4.442219,57.084778
dish_1565640894,464.892029,55.195004,18.178001,20.476002
dish_1566850142,464.951172,35.226067,31.75317,9.052546
dish_1562788794,465.224457,36.522697,23.338419,35.742496
dish_1567110783,465.307892,38.940533,24.372978,18.846014
dish_1561752680,465.324982,19.6,16.449999,58.625
dish_1565119439,465.412231,27.351355,19.563423,42.858475
dish_1563220171,465.47464,50.018417,13.715989,34.069401
dish_1560541760,465.58374,63.606739,16.740324,13.392922
dish_1562784388,465.636475,11.464597,20.243626,63.719742
dish_1565021141,467.054993,26.59,27.875999,27.733002
dish_1559849466,467.613037,14.468,30.396,44.398998
dish_1565638323,467.824677,38.302158,20.744896,29.2488
dish_1562615153,468.202423,36.833271,29.068731,15.152088
dish_1561060642,468.412384,36.67416,18.522783,39.183205
dish_1565972429,468.493896,59.02866,4.998146,38.314857
dish_1559668016,469.059998,18.7264,25.525999,41.743
dish_1559244546,469.942139,75.774841,13.549142,6.330505
dish_1565379377,470.011047,38.23175,20.932283,32.930637
dish_1565382886,470.086212,20.029079,20.305454,54.863914
dish_1562009006,470.716644,38.975388,25.425642,21.06357
dish_1567542843,471.296509,28.489662,19.758106,42.703159
dish_1565724620,473.953308,40.729763,18.355673,38.361485
dish_1563824406,474.136047,39.376999,28.472,17.138
dish_1561663606,474.503387,52.672283,10.804142,40.144989
dish_1560369146,474.832947,39.061409,28.112362,16.167395
dish_1566847483,476.231934,29.644312,28.970854,24.980385
dish_1564171935,476.337524,40.716434,21.417841,28.962877
dish_1564159588,477.151001,30.713001,37.142998,3.405
dish_1563306392,477.465118,77.775475,13.979971,5.710499
dish_1561737200,478.582001,37.081001,32.230999,5.929
dish_1564675193,478.808777,54.254734,5.210829,46.038174
dish_1565721855,479.034454,59.862839,15.635769,23.092735
